id,prop_vac,census_tract,estimate,numb_biz,n_vac
1035,0.06060606061,Census Tract 41 Kings County,63821,33,2
1036,0,Census Tract 43 Kings County,65266,60,NA
1037,0.15,Census Tract 43 Kings County,65266,60,9
1038,0,Census Tract 1 Kings County,56300,20,NA
1039,0.15,Census Tract 1 Kings County,56300,20,3
1040,0,Census Tract 5.01 Kings County,52733,27,NA
1041,0.1851851852,Census Tract 5.01 Kings County,52733,27,5
1042,0,Census Tract 5.02 Kings County,86063,48,NA
1043,0.1875,Census Tract 5.02 Kings County,86063,48,9
1044,0.1492537313,Census Tract 9 Kings County,92822,67,10
1045,0,Census Tract 9 Kings County,92822,67,NA
1046,0,Census Tract 3.01 Kings County,93702,4,NA
1047,0.25,Census Tract 3.01 Kings County,93702,4,1
1048,0,Census Tract 7 Kings County,86146,32,NA
1049,0.1875,Census Tract 7 Kings County,86146,32,6
1050,0,Census Tract 49 Kings County,71650,8,NA
1051,0,Census Tract 45 Kings County,84704,34,NA
1052,0.05882352941,Census Tract 45 Kings County,84704,34,2
1053,0,Census Tract 47 Kings County,68073,1,NA
1054,0,Census Tract 67 Kings County,68590,21,NA
1055,0.1428571429,Census Tract 67 Kings County,68590,21,3
1056,0,Census Tract 51 Kings County,69293,20,NA
1057,0,Census Tract 63 Kings County,64336,10,NA
1058,0.2,Census Tract 51 Kings County,69293,20,4
1059,0,Census Tract 65 Kings County,73588,24,NA
1060,0.1,Census Tract 63 Kings County,64336,10,1
1061,0.04166666667,Census Tract 65 Kings County,73588,24,1
1062,0.2432432432,Census Tract 69 Kings County,73409,37,9
1063,0,Census Tract 69 Kings County,73409,37,NA
1064,0,Census Tract 127 Kings County,22433,19,NA
1065,0.05263157895,Census Tract 127 Kings County,22433,19,1
1066,0.06666666667,Census Tract 71 Kings County,20169,15,1
1067,0,Census Tract 71 Kings County,20169,15,NA
1068,0,Census Tract 75 Kings County,74976,24,NA
1069,0.1666666667,Census Tract 75 Kings County,74976,24,4
1070,0,Census Tract 119 Kings County,46731,49,NA
1071,0.04081632653,Census Tract 119 Kings County,46731,49,2
1072,0,Census Tract 77 Kings County,67083,31,NA
1073,0.1612903226,Census Tract 77 Kings County,67083,31,5
1074,0,Census Tract 53 Kings County,41231,45,NA
1075,0,Census Tract 59 Kings County,37105,21,NA
1076,0.1428571429,Census Tract 59 Kings County,37105,21,3
1077,0,Census Tract 85 Kings County,9745,3,NA
1078,0.08888888889,Census Tract 53 Kings County,41231,45,4
1079,0,Census Tract 18 Kings County,NA,47,NA
1080,0,Census Tract 143 Kings County,50690,28,NA
1081,0.03571428571,Census Tract 143 Kings County,50690,28,1
1082,0.1914893617,Census Tract 18 Kings County,NA,47,9
1083,0.06976744186,Census Tract 145 Kings County,36224,43,3
1084,0,Census Tract 101 Kings County,30154,64,NA
1085,0.078125,Census Tract 101 Kings County,30154,64,5
1086,0,Census Tract 84 Kings County,19401,61,NA
1087,0.07692307692,Census Tract 2 Kings County,16869,39,3
1088,0,Census Tract 2 Kings County,16869,39,NA
1089,0.06557377049,Census Tract 84 Kings County,19401,61,4
1090,0,Census Tract 82 Kings County,20709,19,NA
1091,0.1052631579,Census Tract 82 Kings County,20709,19,2
1092,0.3,Census Tract 92 Kings County,16190,20,6
1093,0,Census Tract 92 Kings County,16190,20,NA
1094,0,Census Tract 80 Kings County,23158,25,NA
1095,0,Census Tract 96 Kings County,20984,30,NA
1096,0,Census Tract 94 Kings County,17293,17,NA
1097,0.08,Census Tract 80 Kings County,23158,25,2
1098,0.03333333333,Census Tract 96 Kings County,20984,30,1
1099,0.1764705882,Census Tract 94 Kings County,17293,17,3
1100,0,Census Tract 20 Kings County,26229,28,NA
1101,0,Census Tract 78 Kings County,20250,42,NA
1102,0,Census Tract 98 Kings County,17567,28,NA
1103,0.1785714286,Census Tract 98 Kings County,17567,28,5
1104,0,Census Tract 108 Kings County,16194,37,NA
1105,0.08108108108,Census Tract 108 Kings County,16194,37,3
1106,0.09523809524,Census Tract 78 Kings County,20250,42,4
1107,0.03571428571,Census Tract 20 Kings County,26229,28,1
1108,0,Census Tract 76 Kings County,21204,33,NA
1109,0.09090909091,Census Tract 76 Kings County,21204,33,3
1110,0,Census Tract 100 Kings County,16928,36,NA
1111,0.1944444444,Census Tract 100 Kings County,16928,36,7
1112,0,Census Tract 106 Kings County,16627,64,NA
1113,0.140625,Census Tract 106 Kings County,16627,64,9
1114,0,Census Tract 22 Kings County,16978,31,NA
1115,0,Census Tract 74 Kings County,18141,43,NA
1116,0,Census Tract 102 Kings County,20392,27,NA
1117,0.1111111111,Census Tract 102 Kings County,20392,27,3
1118,0,Census Tract 104 Kings County,16974,69,NA
1119,0.09677419355,Census Tract 22 Kings County,16978,31,3
1120,0.06976744186,Census Tract 74 Kings County,18141,43,3
1121,0.1304347826,Census Tract 104 Kings County,16974,69,9
1122,0,Census Tract 169 Kings County,47188,27,NA
1123,0.1111111111,Census Tract 169 Kings County,47188,27,3
1124,0,Census Tract 171 Kings County,54850,9,NA
1125,0,Census Tract 149 Kings County,55268,38,NA
1126,0,Census Tract 147 Kings County,41719,1,NA
1127,0,Census Tract 1502 Kings County,43295,6,NA
1128,0,Census Tract 90 Kings County,17389,30,NA
1129,0.06666666667,Census Tract 90 Kings County,17389,30,2
1130,0,Census Tract 88 Kings County,32948,12,NA
1131,0,Census Tract 129.01 Kings County,62837,25,NA
1132,0.28,Census Tract 129.01 Kings County,62837,25,7
1133,0,Census Tract 129.02 Kings County,52270,16,NA
1134,0.125,Census Tract 129.02 Kings County,52270,16,2
1135,0,Census Tract 161 Kings County,57426,29,NA
1136,0.1724137931,Census Tract 161 Kings County,57426,29,5
1137,0,Census Tract 131 Kings County,63851,39,NA
1138,0.1794871795,Census Tract 131 Kings County,63851,39,7
1139,0,Census Tract 159 Kings County,76597,38,NA
1140,0.1842105263,Census Tract 159 Kings County,76597,38,7
1141,0,Census Tract 133 Kings County,85772,40,NA
1142,0.125,Census Tract 133 Kings County,85772,40,5
1143,0,Census Tract 157 Kings County,79221,57,NA
1144,0.1578947368,Census Tract 157 Kings County,79221,57,9
1145,0,Census Tract 135 Kings County,73917,29,NA
1146,0,Census Tract 155 Kings County,64500,21,NA
1147,0.2857142857,Census Tract 155 Kings County,64500,21,6
1148,0.1034482759,Census Tract 135 Kings County,73917,29,3
1149,0,Census Tract 137 Kings County,52571,41,NA
1150,0.0487804878,Census Tract 137 Kings County,52571,41,2
1151,0,Census Tract 153 Kings County,68304,22,NA
1152,0,Census Tract 121 Kings County,48466,32,NA
1153,0.09375,Census Tract 121 Kings County,48466,32,3
1154,0.04545454545,Census Tract 153 Kings County,68304,22,1
1155,0.08333333333,Census Tract 139 Kings County,58243,48,4
1156,0,Census Tract 139 Kings County,58243,48,NA
1157,0,Census Tract 151 Kings County,59918,23,NA
1158,0.04347826087,Census Tract 151 Kings County,59918,23,1
1159,0,Census Tract 117 Kings County,44420,51,NA
1160,0.1960784314,Census Tract 117 Kings County,44420,51,10
1161,0,Census Tract 141 Kings County,51793,40,NA
1162,0.15,Census Tract 141 Kings County,51793,40,6
1163,0,Census Tract 165 Kings County,81786,2,NA
1164,0,Census Tract 167 Kings County,71090,8,NA
1165,0.125,Census Tract 167 Kings County,71090,8,1
1166,0.1842105263,Census Tract 149 Kings County,55268,38,7
1167,0,Census Tract 177 Kings County,NA,3,NA
1168,0.3,Census Tract 203 Kings County,48846,10,3
1169,0,Census Tract 203 Kings County,48846,10,NA
1170,0,Census Tract 305 Kings County,39027,22,NA
1171,0.1363636364,Census Tract 305 Kings County,39027,22,3
1172,0,Census Tract 163 Kings County,56475,17,NA
1173,0.1764705882,Census Tract 163 Kings County,56475,17,3
1174,0,Census Tract 205 Kings County,50994,14,NA
1175,0,Census Tract 221 Kings County,32302,9,NA
1176,0.1428571429,Census Tract 205 Kings County,50994,14,2
1177,0,Census Tract 207 Kings County,57288,5,NA
1178,0,Census Tract 215 Kings County,46033,8,NA
1179,0,Census Tract 217 Kings County,36006,18,NA
1180,0,Census Tract 317.01 Kings County,36367,28,NA
1181,0.05555555556,Census Tract 217 Kings County,36006,18,1
1182,0,Census Tract 213 Kings County,32134,14,NA
1183,0.07142857143,Census Tract 213 Kings County,32134,14,1
1184,0,Census Tract 327 Kings County,33575,22,NA
1185,0.1111111111,Census Tract 221 Kings County,32302,9,1
1186,0,Census Tract 315 Kings County,35966,28,NA
1187,0,Census Tract 313 Kings County,28015,5,NA
1188,0.2,Census Tract 313 Kings County,28015,5,1
1189,0,Census Tract 311 Kings County,22692,10,NA
1190,0.1071428571,Census Tract 315 Kings County,35966,28,3
1191,0.1428571429,Census Tract 317.01 Kings County,36367,28,4
1192,0.1666666667,Census Tract 343 Kings County,17304,6,1
1193,0,Census Tract 343 Kings County,17304,6,NA
1194,0.2222222222,Census Tract 219 Kings County,32333,27,6
1195,0,Census Tract 219 Kings County,32333,27,NA
1196,0,Census Tract 341 Kings County,27298,2,NA
1197,0,Census Tract 317.02 Kings County,38351,17,NA
1198,0,Census Tract 339 Kings County,22800,23,NA
1199,0.05882352941,Census Tract 317.02 Kings County,38351,17,1
1200,0,Census Tract 337 Kings County,37087,6,NA
1201,0,Census Tract 325 Kings County,28493,11,NA
1202,0,Census Tract 321 Kings County,25852,23,NA
1203,0,Census Tract 319 Kings County,26237,13,NA
1204,0.1666666667,Census Tract 337 Kings County,37087,6,1
1205,0.2173913043,Census Tract 321 Kings County,25852,23,5
1206,0,Census Tract 335 Kings County,23918,3,NA
1207,0.09090909091,Census Tract 325 Kings County,28493,11,1
1208,0,Census Tract 323 Kings County,35208,23,NA
1209,0,Census Tract 333 Kings County,22207,13,NA
1210,0.07692307692,Census Tract 319 Kings County,26237,13,1
1211,0.07692307692,Census Tract 333 Kings County,22207,13,1
1212,0.09090909091,Census Tract 327 Kings County,33575,22,2
1213,0.08695652174,Census Tract 323 Kings County,35208,23,2
1214,0,Census Tract 331 Kings County,21986,12,NA
1215,0,Census Tract 329 Kings County,25565,22,NA
1216,0.2272727273,Census Tract 329 Kings County,25565,22,5
1217,0,Census Tract 800 Kings County,32686,19,NA
1218,0,Census Tract 309 Kings County,25272,8,NA
1219,0,Census Tract 307 Kings County,18112,7,NA
1220,0,Census Tract 345 Kings County,25693,20,NA
1221,0.15,Census Tract 345 Kings County,25693,20,3
1222,0,Census Tract 347 Kings County,23801,6,NA
1223,0,Census Tract 359 Kings County,20986,12,NA
1224,0,Census Tract 363 Kings County,25375,13,NA
1225,0.1666666667,Census Tract 347 Kings County,23801,6,1
1226,0.1,Census Tract 353 Kings County,31061,10,1
1227,0,Census Tract 353 Kings County,31061,10,NA
1228,0,Census Tract 351 Kings County,21379,53,NA
1229,0,Census Tract 349 Kings County,22470,22,NA
1230,0.09090909091,Census Tract 349 Kings County,22470,22,2
1231,0,Census Tract 357 Kings County,19928,2,NA
1232,0.5,Census Tract 357 Kings County,19928,2,1
1233,0.04347826087,Census Tract 339 Kings County,22800,23,1
1234,0.1698113208,Census Tract 351 Kings County,21379,53,9
1235,0.3333333333,Census Tract 335 Kings County,23918,3,1
1236,0,Census Tract 355 Kings County,24167,24,NA
1237,0.04166666667,Census Tract 355 Kings County,24167,24,1
1238,0,Census Tract 874.01 Kings County,20600,2,NA
1239,0,Census Tract 876 Kings County,24683,5,NA
1240,0,Census Tract 880 Kings County,32811,19,NA
1241,0.1052631579,Census Tract 880 Kings County,32811,19,2
1242,0,Census Tract 303 Kings County,21599,16,NA
1243,0,Census Tract 365.01 Kings County,29176,2,NA
1244,0,Census Tract 365.02 Kings County,22454,6,NA
1245,0.125,Census Tract 303 Kings County,21599,16,2
1246,0.1666666667,Census Tract 365.02 Kings County,22454,6,1
1247,0.1538461538,Census Tract 363 Kings County,25375,13,2
1248,0,Census Tract 361 Kings County,21066,14,NA
1249,0.07142857143,Census Tract 361 Kings County,21066,14,1
1250,0,Census Tract 397 Kings County,26014,21,NA
1251,0,Census Tract 375 Kings County,27853,11,NA
1252,0.1818181818,Census Tract 375 Kings County,27853,11,2
1253,0,Census Tract 377 Kings County,31188,10,NA
1254,0,Census Tract 373 Kings County,24176,12,NA
1255,0.08333333333,Census Tract 373 Kings County,24176,12,1
1256,0.1,Census Tract 377 Kings County,31188,10,1
1257,0,Census Tract 379 Kings County,26209,8,NA
1258,0,Census Tract 371 Kings County,33920,3,NA
1259,0.08695652174,Census Tract 369 Kings County,24472,23,2
1260,0,Census Tract 369 Kings County,24472,23,NA
1261,0.125,Census Tract 379 Kings County,26209,8,1
1262,0,Census Tract 381 Kings County,23684,10,NA
1263,0.3333333333,Census Tract 371 Kings County,33920,3,1
1264,0,Census Tract 301 Kings County,28710,15,NA
1265,0,Census Tract 367 Kings County,22500,5,NA
1266,0.4,Census Tract 367 Kings County,22500,5,2
1267,0.25,Census Tract 285.01 Kings County,29856,12,3
1268,0,Census Tract 285.01 Kings County,29856,12,NA
1269,0,Census Tract 287 Kings County,19936,10,NA
1270,0,Census Tract 283 Kings County,18399,11,NA
1271,0.2727272727,Census Tract 283 Kings County,18399,11,3
1272,0,Census Tract 289 Kings County,27087,20,NA
1273,0.1,Census Tract 289 Kings County,27087,20,2
1274,0,Census Tract 281 Kings County,19322,28,NA
1275,0.1428571429,Census Tract 281 Kings County,19322,28,4
1276,0,Census Tract 279 Kings County,31644,13,NA
1277,0,Census Tract 291 Kings County,29583,8,NA
1278,0,Census Tract 387 Kings County,32663,14,NA
1279,0.1428571429,Census Tract 387 Kings County,32663,14,2
1280,0.1538461538,Census Tract 279 Kings County,31644,13,2
1281,0,Census Tract 277 Kings County,27500,12,NA
1282,0,Census Tract 293 Kings County,23787,3,NA
1283,0.125,Census Tract 385 Kings County,32959,8,1
1284,0,Census Tract 385 Kings County,32959,8,NA
1285,0,Census Tract 295 Kings County,35558,15,NA
1286,0,Census Tract 275 Kings County,39592,19,NA
1287,0.2105263158,Census Tract 275 Kings County,39592,19,4
1288,0,Census Tract 383 Kings County,35417,11,NA
1289,0.06666666667,Census Tract 295 Kings County,35558,15,1
1290,0,Census Tract 273 Kings County,26997,18,NA
1291,0.2222222222,Census Tract 273 Kings County,26997,18,4
1292,0,Census Tract 297 Kings County,36002,7,NA
1293,0.2857142857,Census Tract 297 Kings County,36002,7,2
1294,0,Census Tract 271 Kings County,31102,22,NA
1295,0.1818181818,Census Tract 271 Kings County,31102,22,4
1296,0,Census Tract 299 Kings County,21497,4,NA
1297,0,Census Tract 1237 Kings County,20761,32,NA
1298,0.09375,Census Tract 1237 Kings County,20761,32,3
1299,0,Census Tract 257 Kings County,22083,20,NA
1300,0.1,Census Tract 257 Kings County,22083,20,2
1301,0,Census Tract 241 Kings County,33538,14,NA
1302,0.2142857143,Census Tract 241 Kings County,33538,14,3
1303,0,Census Tract 259.01 Kings County,27906,12,NA
1304,0.1666666667,Census Tract 259.01 Kings County,27906,12,2
1305,0,Census Tract 253 Kings County,27488,6,NA
1306,0.1666666667,Census Tract 253 Kings County,27488,6,1
1307,0.25,Census Tract 261 Kings County,27551,12,3
1308,0,Census Tract 261 Kings County,27551,12,NA
1309,0,Census Tract 243 Kings County,30928,11,NA
1310,0.1818181818,Census Tract 243 Kings County,30928,11,2
1311,0,Census Tract 251 Kings County,16803,5,NA
1312,0,Census Tract 263 Kings County,21484,3,NA
1313,0.3333333333,Census Tract 263 Kings County,21484,3,1
1314,0.2,Census Tract 265 Kings County,32845,15,3
1315,0,Census Tract 265 Kings County,32845,15,NA
1316,0.1666666667,Census Tract 277 Kings County,27500,12,2
1317,0,Census Tract 245 Kings County,36803,31,NA
1318,0,Census Tract 249 Kings County,36875,15,NA
1319,0.2258064516,Census Tract 245 Kings County,36803,31,7
1320,0,Census Tract 267 Kings County,30948,4,NA
1321,0,Census Tract 269 Kings County,32066,19,NA
1322,0.2,Census Tract 249 Kings County,36875,15,3
1323,0.2105263158,Census Tract 269 Kings County,32066,19,4
1324,0.1403508772,Census Tract 247 Kings County,24234,57,8
1325,0,Census Tract 247 Kings County,24234,57,NA
1326,0,Census Tract 211 Kings County,32219,16,NA
1327,0,Census Tract 543 Kings County,65417,15,NA
1328,0.2,Census Tract 543 Kings County,65417,15,3
1329,0,Census Tract 191 Kings County,39505,29,NA
1330,0,Census Tract 187 Kings County,40088,5,NA
1331,0.1034482759,Census Tract 191 Kings County,39505,29,3
1332,0,Census Tract 195 Kings County,40376,14,NA
1333,0.1428571429,Census Tract 195 Kings County,40376,14,2
1334,0,Census Tract 193 Kings County,31163,17,NA
1335,0.1176470588,Census Tract 193 Kings County,31163,17,2
1336,0,Census Tract 235 Kings County,30391,16,NA
1337,0.125,Census Tract 235 Kings County,30391,16,2
1338,0,Census Tract 197 Kings County,55991,6,NA
1339,0.1176470588,Census Tract 233 Kings County,25245,17,2
1340,0,Census Tract 233 Kings County,25245,17,NA
1341,0,Census Tract 231 Kings County,39191,2,NA
1342,0,Census Tract 201 Kings County,51769,20,NA
1343,0,Census Tract 229 Kings County,45299,6,NA
1344,0,Census Tract 199 Kings County,46820,14,NA
1345,0,Census Tract 227 Kings County,35291,48,NA
1346,0.25,Census Tract 227 Kings County,35291,48,12
1347,0,Census Tract 35 Kings County,44333,17,NA
1348,0.05882352941,Census Tract 35 Kings County,44333,17,1
1349,0,Census Tract 179 Kings County,25227,5,NA
1350,0.2142857143,Census Tract 199 Kings County,46820,14,3
1351,0.05,Census Tract 201 Kings County,51769,20,1
1352,0.0625,Census Tract 211 Kings County,32219,16,1
1353,0.2,Census Tract 187 Kings County,40088,5,1
1354,0,Census Tract 31 Kings County,33147,6,NA
1355,0.1666666667,Census Tract 31 Kings County,33147,6,1
1356,0,Census Tract 183 Kings County,65288,14,NA
1357,0.07142857143,Census Tract 183 Kings County,65288,14,1
1358,0.1578947368,Census Tract 33 Kings County,66496,38,6
1359,0,Census Tract 181 Kings County,65497,20,NA
1360,0.1,Census Tract 181 Kings County,65497,20,2
1361,0,Census Tract 549 Kings County,47087,36,NA
1362,0.1666666667,Census Tract 549 Kings County,47087,36,6
1363,0.1162790698,Census Tract 525 Kings County,19256,43,5
1364,0,Census Tract 525 Kings County,19256,43,NA
1365,0,Census Tract 547 Kings County,26060,11,NA
1366,0,Census Tract 529 Kings County,26707,12,NA
1367,0.1666666667,Census Tract 529 Kings County,26707,12,2
1368,0,Census Tract 545 Kings County,13882,1,NA
1369,0,Census Tract 535 Kings County,17569,21,NA
1370,0,Census Tract 533 Kings County,17314,24,NA
1371,0,Census Tract 537 Kings County,14560,6,NA
1372,0,Census Tract 531 Kings County,17500,12,NA
1373,0,Census Tract 509 Kings County,20182,5,NA
1374,0.08333333333,Census Tract 531 Kings County,17500,12,1
1375,0,Census Tract 507 Kings County,20926,22,NA
1376,0.09090909091,Census Tract 507 Kings County,20926,22,2
1377,0,Census Tract 557 Kings County,48846,18,NA
1378,0,Census Tract 517 Kings County,68227,28,NA
1379,0.2142857143,Census Tract 517 Kings County,68227,28,6
1380,0.2058823529,Census Tract 519 Kings County,65905,34,7
1381,0,Census Tract 519 Kings County,65905,34,NA
1382,0,Census Tract 555 Kings County,70915,75,NA
1383,0.05555555556,Census Tract 557 Kings County,48846,18,1
1384,0,Census Tract 553 Kings County,53388,65,NA
1385,0.2,Census Tract 553 Kings County,53388,65,13
1386,0.2933333333,Census Tract 555 Kings County,70915,75,22
1387,0,Census Tract 24 New York County,12449,1,NA
1388,0,Census Tract 513 Kings County,42371,54,NA
1389,0.1296296296,Census Tract 513 Kings County,42371,54,7
1390,0,Census Tract 551 Kings County,41859,40,NA
1391,0.25,Census Tract 551 Kings County,41859,40,10
1392,0,Census Tract 523 Kings County,31968,45,NA
1393,0.1777777778,Census Tract 523 Kings County,31968,45,8
1394,0,Census Tract 527 Kings County,25425,46,NA
1395,0.1956521739,Census Tract 527 Kings County,25425,46,9
1396,0.1515151515,Census Tract 563 Kings County,40022,33,5
1397,0,Census Tract 563 Kings County,40022,33,NA
1398,0,Census Tract 579 Kings County,29881,22,NA
1399,0,Census Tract 575 Kings County,51938,45,NA
1400,0.08888888889,Census Tract 575 Kings County,51938,45,4
1401,0.1694915254,Census Tract 565 Kings County,60498,59,10
1402,0,Census Tract 565 Kings County,60498,59,NA
1403,0.04545454545,Census Tract 579 Kings County,29881,22,1
1404,0,Census Tract 561 Kings County,44422,66,NA
1405,0.1666666667,Census Tract 561 Kings County,44422,66,11
1406,0,Census Tract 573 Kings County,41458,10,NA
1407,0.08695652174,Census Tract 589 Kings County,46397,23,2
1408,0,Census Tract 589 Kings County,46397,23,NA
1409,0.1,Census Tract 573 Kings County,41458,10,1
1410,0,Census Tract 569 Kings County,53281,49,NA
1411,0.1428571429,Census Tract 569 Kings County,53281,49,7
1412,0,Census Tract 571 Kings County,42164,37,NA
1413,0.1891891892,Census Tract 571 Kings County,42164,37,7
1414,0,Census Tract 593 Kings County,39934,22,NA
1415,0,Census Tract 591 Kings County,45938,13,NA
1416,0,Census Tract 499 Kings County,54973,10,NA
1417,0.07692307692,Census Tract 591 Kings County,45938,13,1
1418,0.1538461538,Census Tract 515 Kings County,78500,13,2
1419,0,Census Tract 515 Kings County,78500,13,NA
1420,0,Census Tract 477 Kings County,55737,14,NA
1421,0.05882352941,Census Tract 497 Kings County,52567,34,2
1422,0,Census Tract 497 Kings County,52567,34,NA
1423,0,Census Tract 501 Kings County,45938,17,NA
1424,0.2352941176,Census Tract 501 Kings County,45938,17,4
1425,0,Census Tract 503 Kings County,43769,19,NA
1426,0,Census Tract 495 Kings County,38547,63,NA
1427,0.1746031746,Census Tract 495 Kings County,38547,63,11
1428,0.1052631579,Census Tract 503 Kings County,43769,19,2
1429,0,Census Tract 453 Kings County,18167,36,NA
1430,0,Census Tract 449 Kings County,16929,51,NA
1431,0,Census Tract 481 Kings County,39922,19,NA
1432,0.2105263158,Census Tract 481 Kings County,39922,19,4
1433,0.01960784314,Census Tract 449 Kings County,16929,51,1
1434,0.05555555556,Census Tract 453 Kings County,18167,36,2
1435,0,Census Tract 485 Kings County,36136,71,NA
1436,0.1126760563,Census Tract 485 Kings County,36136,71,8
1437,0,Census Tract 511 Kings County,22059,13,NA
1438,0.1538461538,Census Tract 511 Kings County,22059,13,2
1439,0,Census Tract 505 Kings County,23555,21,NA
1440,0.09523809524,Census Tract 505 Kings County,23555,21,2
1441,0,Census Tract 493 Kings County,19688,37,NA
1442,0.05405405405,Census Tract 493 Kings County,19688,37,2
1443,0,Census Tract 491 Kings County,20567,82,NA
1444,0.1463414634,Census Tract 491 Kings County,20567,82,12
1445,0,Census Tract 389 Kings County,28627,39,NA
1446,0.07692307692,Census Tract 389 Kings County,28627,39,3
1447,0.375,Census Tract 391 Kings County,24669,16,6
1448,0,Census Tract 391 Kings County,24669,16,NA
1449,0.2,Census Tract 425 Kings County,35617,15,3
1450,0,Census Tract 425 Kings County,35617,15,NA
1451,0,Census Tract 427 Kings County,29909,20,NA
1452,0.1,Census Tract 427 Kings County,29909,20,2
1453,0,Census Tract 447 Kings County,24411,44,NA
1454,0.09090909091,Census Tract 447 Kings County,24411,44,4
1455,0,Census Tract 423 Kings County,23591,18,NA
1456,0,Census Tract 393 Kings County,26979,23,NA
1457,0.1739130435,Census Tract 393 Kings County,26979,23,4
1458,0,Census Tract 429 Kings County,24009,53,NA
1459,0.07547169811,Census Tract 429 Kings County,24009,53,4
1460,0,Census Tract 445 Kings County,27321,22,NA
1461,0.09090909091,Census Tract 445 Kings County,27321,22,2
1462,0.05555555556,Census Tract 423 Kings County,23591,18,1
1463,0,Census Tract 421 Kings County,21836,9,NA
1464,0,Census Tract 431 Kings County,26819,60,NA
1465,0.06666666667,Census Tract 431 Kings County,26819,60,4
1466,0,Census Tract 443 Kings County,28804,31,NA
1467,0,Census Tract 395 Kings County,22256,19,NA
1468,0.09677419355,Census Tract 443 Kings County,28804,31,3
1469,0.1111111111,Census Tract 421 Kings County,21836,9,1
1470,0.05263157895,Census Tract 395 Kings County,22256,19,1
1471,0,Census Tract 441 Kings County,23702,30,NA
1472,0,Census Tract 433 Kings County,22136,19,NA
1473,0.05263157895,Census Tract 433 Kings County,22136,19,1
1474,0.1,Census Tract 441 Kings County,23702,30,3
1475,0,Census Tract 419 Kings County,17398,1,NA
1476,0,Census Tract 399 Kings County,25474,3,NA
1477,0,Census Tract 417 Kings County,19586,7,NA
1478,0.3333333333,Census Tract 399 Kings County,25474,3,1
1479,0,Census Tract 439 Kings County,23919,32,NA
1480,0.09523809524,Census Tract 397 Kings County,26014,21,2
1481,0,Census Tract 435 Kings County,26324,6,NA
1482,0.1666666667,Census Tract 435 Kings County,26324,6,1
1483,0.03125,Census Tract 439 Kings County,23919,32,1
1484,0.5714285714,Census Tract 415 Kings County,26033,7,4
1485,0,Census Tract 415 Kings County,26033,7,NA
1486,0,Census Tract 437 Kings County,24363,3,NA
1487,0.25,Census Tract 413 Kings County,27518,4,1
1488,0,Census Tract 401 Kings County,24341,10,NA
1489,0.2,Census Tract 401 Kings County,24341,10,2
1490,0,Census Tract 413 Kings County,27518,4,NA
1491,0,Census Tract 409 Kings County,25166,8,NA
1492,0,Census Tract 411 Kings County,20727,5,NA
1493,0,Census Tract 403 Kings County,27702,20,NA
1494,0.05,Census Tract 403 Kings County,27702,20,1
1495,0,Census Tract 405 Kings County,36442,11,NA
1496,0,Census Tract 1142.01 Kings County,24180,4,NA
1497,0,Census Tract 906 Kings County,9882,73,NA
1498,0.1232876712,Census Tract 906 Kings County,9882,73,9
1499,0,Census Tract 902 Kings County,22566,29,NA
1500,0.06896551724,Census Tract 902 Kings County,22566,29,2
1501,0,Census Tract 924 Kings County,22950,43,NA
1502,0.09302325581,Census Tract 924 Kings County,22950,43,4
1503,0,Census Tract 900 Kings County,16469,10,NA
1504,0.2,Census Tract 900 Kings County,16469,10,2
1505,0,Census Tract 892 Kings County,10790,39,NA
1506,0,Census Tract 898 Kings County,19985,4,NA
1507,0,Census Tract 894 Kings County,25962,8,NA
1508,0,Census Tract 916 Kings County,17557,7,NA
1509,0,Census Tract 918 Kings County,16858,7,NA
1510,0,Census Tract 896 Kings County,21014,4,NA
1511,0,Census Tract 920 Kings County,15870,5,NA
1512,0,Census Tract 922 Kings County,26985,5,NA
1513,0,Census Tract 1098 Kings County,28750,17,NA
1514,0,Census Tract 1198 Kings County,25477,38,NA
1515,0,Census Tract 1146 Kings County,18377,9,NA
1516,0.1,Census Tract 1144 Kings County,18906,20,2
1517,0,Census Tract 1144 Kings County,18906,20,NA
1518,0.1315789474,Census Tract 1198 Kings County,25477,38,5
1519,0,Census Tract 908 Kings County,9375,22,NA
1520,0.25,Census Tract 1152 Kings County,22068,4,1
1521,0,Census Tract 1152 Kings County,22068,4,NA
1522,0,Census Tract 1134 Kings County,11043,3,NA
1523,0.09090909091,Census Tract 1156 Kings County,13125,11,1
1524,0,Census Tract 1156 Kings County,13125,11,NA
1525,0,Census Tract 910 Kings County,10622,8,NA
1526,0.3333333333,Census Tract 1134 Kings County,11043,3,1
1527,0,Census Tract 1158 Kings County,25250,2,NA
1528,0,Census Tract 1126 Kings County,20398,9,NA
1529,0.1111111111,Census Tract 1126 Kings County,20398,9,1
1530,0,Census Tract 1124 Kings County,32220,5,NA
1531,0,Census Tract 1132 Kings County,31444,2,NA
1532,0,Census Tract 1130 Kings County,26524,4,NA
1533,0,Census Tract 1128 Kings County,21691,6,NA
1534,0.2,Census Tract 922 Kings County,26985,5,1
1535,0.05882352941,Census Tract 1098 Kings County,28750,17,1
1536,0,Census Tract 1172.02 Kings County,27431,1,NA
1537,0,Census Tract 1174 Kings County,27047,16,NA
1538,0.1111111111,Census Tract 1146 Kings County,18377,9,1
1539,0,Census Tract 1172.01 Kings County,26063,4,NA
1540,0,Census Tract 1168 Kings County,30887,7,NA
