borough_block_lot,property_street_address_or_storefront_address,borough.x,zip_code,sold_date,leased_on_12_31,leased_on_6_30_or_date_sold_if_earlier,primary_business_activity,borough.y,block.x,lot.x,cd.x,ct2010.x,cb2010.x,schooldist.x,council.x,zipcode.x,firecomp.x,policeprct.x,healthcenterdistrict.x,healtharea.x,sanitboro.x,sanitdistrict.x,sanitsub.x,address.x,zonedist1.x,zonedist2.x,zonedist3.x,zonedist4.x,overlay1.x,overlay2.x,spdist1.x,spdist2.x,spdist3.x,ltdheight.x,splitzone.x,bldgclass.x,landuse.x,easements.x,ownertype.x,ownername.x,lotarea.x,bldgarea.x,comarea.x,resarea.x,officearea.x,retailarea.x,garagearea.x,strgearea.x,factryarea.x,otherarea.x,areasource.x,numbldgs.x,numfloors.x,unitsres.x,unitstotal.x,lotfront.x,lotdepth.x,bldgfront.x,bldgdepth.x,ext.x,proxcode.x,irrlotcode.x,lottype.x,bsmtcode.x,assessland.x,assesstot.x,exempttot.x,yearbuilt.x,yearalter1.x,yearalter2.x,histdist.x,landmark.x,builtfar.x,residfar.x,commfar.x,facilfar.x,borocode.x,bbl.x,condono.x,tract2010.x,xcoord.x,ycoord.x,zonemap.x,zmcode.x,sanborn.x,taxmap.x,edesignum.x,appbbl.x,appdate.x,plutomapid.x,firm07_flag.x,pfirm15_flag.x,version.x,dcpedited.x,latitude.x,longitude.x,notes.x,borough_num,borough.x.x,block.y,lot.y,cd.y,ct2010.y,cb2010.y,schooldist.y,council.y,zipcode.y,firecomp.y,policeprct.y,healthcenterdistrict.y,healtharea.y,sanitboro.y,sanitdistrict.y,sanitsub.y,address.y,zonedist1.y,zonedist2.y,zonedist3.y,zonedist4.y,overlay1.y,overlay2.y,spdist1.y,spdist2.y,spdist3.y,ltdheight.y,splitzone.y,bldgclass.y,landuse.y,easements.y,ownertype.y,ownername.y,lotarea.y,bldgarea.y,comarea.y,resarea.y,officearea.y,retailarea.y,garagearea.y,strgearea.y,factryarea.y,otherarea.y,areasource.y,numbldgs.y,numfloors.y,unitsres.y,unitstotal.y,lotfront.y,lotdepth.y,bldgfront.y,bldgdepth.y,ext.y,proxcode.y,irrlotcode.y,lottype.y,bsmtcode.y,assessland.y,assesstot.y,exempttot.y,yearbuilt.y,yearalter1.y,yearalter2.y,histdist.y,landmark.y,builtfar.y,residfar.y,commfar.y,facilfar.y,borocode.y,bbl.y,condono.y,tract2010.y,xcoord.y,ycoord.y,zonemap.y,zmcode.y,sanborn.y,taxmap.y,edesignum.y,appbbl.y,appdate.y,plutomapid.y,firm07_flag.y,pfirm15_flag.y,version.y,dcpedited.y,latitude.y,longitude.y,notes.y,borough.y.y,block,lot,cd,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healthcenterdistrict,healtharea,sanitboro,sanitdistrict,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,firm07_flag,pfirm15_flag,version,dcpedited,latitude...277,longitude...278,notes,geoAddress,latitude...281,longitude...282
1007461201,253 8TH AVENUE,MANHATTAN,10011,,NO,NO,NO BUSINESS ACTIVITY IDENTIFIED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"253 8TH AVENUE, MANHATTAN, NY 10011",NA,NA
1007461501,312 WEST 23RD STREET,MANHATTAN,10011,,YES,YES,GALLERY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312 WEST 23RD STREET, MANHATTAN, NY 10011",NA,NA
1007461501,312 WEST 23RD STREET,MANHATTAN,10011,,YES,YES,FOOD SERVICES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312 WEST 23RD STREET, MANHATTAN, NY 10011",NA,NA
1007461501,312 WEST 23RD STREET,MANHATTAN,10011,,YES,YES,DRY CLEANER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312 WEST 23RD STREET, MANHATTAN, NY 10011",NA,NA
1007461501,312 WEST 23RD STREET,MANHATTAN,10011,,YES,YES,HEALTH CARE OR SOCIAL ASSISTANCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312 WEST 23RD STREET, MANHATTAN, NY 10011",NA,NA
1007461501,312 WEST 23RD STREET,MANHATTAN,10011,,YES,YES,LIQUOR STORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312 WEST 23RD STREET, MANHATTAN, NY 10011",NA,NA
1007581001,333 WEST 34TH STREET,MANHATTAN,10001,,YES,YES,MUSIC STORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"333 WEST 34TH STREET, MANHATTAN, NY 10001",NA,NA
1007600026,315 WEST 36TH STREET,MANHATTAN,10018,,NO,NO,NO BUSINESS ACTIVITY IDENTIFIED,MN,760,26,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,315 WEST 36TH STREET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O6,5,0,,WALSAM 36TH DELAWARE LLC,13825,187331,187331,0,176931,10400,0,0,0,0,2,1,17,0,37,140,98.75,140,98,N,3,N,5,2,1003500,11709900,0,1926,0,0,,NA,13.55,0,0,0,1,1007600026,NA,NA,NA,NA,NA,NA,,NA,NA,1007600026,11/21/2003,2,NA,NA,21v2,,NA,NA,NA,1,MN,760,26,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,315 WEST 36TH STREET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O6,5,0,,WALSAM 36TH DELAWARE LLC,13825,187331,187331,0,176931,10400,0,0,0,0,2,1,17,0,37,140,98.75,140,98,N,3,N,5,2,1003500,11709900,0,1926,0,0,,NA,13.55,0,0,0,1,1007600026,NA,NA,NA,NA,NA,NA,,NA,NA,1007600026,11/21/2003,2,NA,NA,21v2,,NA,NA,NA,MN,760,26,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,315 WEST 36TH STREET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O6,5,0,,WALSAM 36TH DELAWARE LLC,13825,187331,187331,0,176931,10400,0,0,0,0,2,1,17,0,37,140,98.75,140,98,N,3,N,5,2,1003500,11709900,0,1926,0,0,,NA,13.55,0,0,0,1,1007600026,NA,NA,NA,NA,NA,NA,,NA,NA,1007600026,11/21/2003,2,NA,NA,21v2,,NA,NA,NA,"315 WEST 36TH STREET, MANHATTAN, NY 10018",NA,NA
1007600026,315 WEST 36TH STREET,MANHATTAN,10018,,YES,YES,FOOD SERVICES,MN,760,26,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,315 WEST 36TH STREET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O6,5,0,,WALSAM 36TH DELAWARE LLC,13825,187331,187331,0,176931,10400,0,0,0,0,2,1,17,0,37,140,98.75,140,98,N,3,N,5,2,1003500,11709900,0,1926,0,0,,NA,13.55,0,0,0,1,1007600026,NA,NA,NA,NA,NA,NA,,NA,NA,1007600026,11/21/2003,2,NA,NA,21v2,,NA,NA,NA,1,MN,760,26,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,315 WEST 36TH STREET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O6,5,0,,WALSAM 36TH DELAWARE LLC,13825,187331,187331,0,176931,10400,0,0,0,0,2,1,17,0,37,140,98.75,140,98,N,3,N,5,2,1003500,11709900,0,1926,0,0,,NA,13.55,0,0,0,1,1007600026,NA,NA,NA,NA,NA,NA,,NA,NA,1007600026,11/21/2003,2,NA,NA,21v2,,NA,NA,NA,MN,760,26,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,315 WEST 36TH STREET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O6,5,0,,WALSAM 36TH DELAWARE LLC,13825,187331,187331,0,176931,10400,0,0,0,0,2,1,17,0,37,140,98.75,140,98,N,3,N,5,2,1003500,11709900,0,1926,0,0,,NA,13.55,0,0,0,1,1007600026,NA,NA,NA,NA,NA,NA,,NA,NA,1007600026,11/21/2003,2,NA,NA,21v2,,NA,NA,NA,"315 WEST 36TH STREET, MANHATTAN, NY 10018",NA,NA
1007600026,315 WEST 36TH STREET,MANHATTAN,10018,,NO,NO,NO BUSINESS ACTIVITY IDENTIFIED,MN,760,26,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,315 WEST 36TH STREET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O6,5,0,,WALSAM 36TH DELAWARE LLC,13825,187331,187331,0,176931,10400,0,0,0,0,2,1,17,0,37,140,98.75,140,98,N,3,N,5,2,1003500,11709900,0,1926,0,0,,NA,13.55,0,0,0,1,1007600026,NA,NA,NA,NA,NA,NA,,NA,NA,1007600026,11/21/2003,2,NA,NA,21v2,,NA,NA,NA,1,MN,760,26,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,315 WEST 36TH STREET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O6,5,0,,WALSAM 36TH DELAWARE LLC,13825,187331,187331,0,176931,10400,0,0,0,0,2,1,17,0,37,140,98.75,140,98,N,3,N,5,2,1003500,11709900,0,1926,0,0,,NA,13.55,0,0,0,1,1007600026,NA,NA,NA,NA,NA,NA,,NA,NA,1007600026,11/21/2003,2,NA,NA,21v2,,NA,NA,NA,MN,760,26,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,315 WEST 36TH STREET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O6,5,0,,WALSAM 36TH DELAWARE LLC,13825,187331,187331,0,176931,10400,0,0,0,0,2,1,17,0,37,140,98.75,140,98,N,3,N,5,2,1003500,11709900,0,1926,0,0,,NA,13.55,0,0,0,1,1007600026,NA,NA,NA,NA,NA,NA,,NA,NA,1007600026,11/21/2003,2,NA,NA,21v2,,NA,NA,NA,"315 WEST 36TH STREET, MANHATTAN, NY 10018",NA,NA
1007641001,217 WEST 14TH STREET,MANHATTAN,10011,,YES,YES,NO BUSINESS ACTIVITY IDENTIFIED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217 WEST 14TH STREET, STORE, MANHATTAN, NY 10011",NA,NA
1007641002,219 WEST 14TH STREET,MANHATTAN,10011,,YES,YES,NO BUSINESS ACTIVITY IDENTIFIED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEW JUBILEE VAPE II, INC, MANHATTAN, NY 10011",NA,NA
1007641101,221 WEST 14TH STREET,MANHATTAN,10011,,YES,YES,RETAIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221 WEST 14TH STREET, MANHATTAN, NY 10011",NA,NA
