,reporting_year,borough_block_lot,property_street_address_or,borough,zip_code,sold_date,vacant_on_12_31,construction_reported,vacant_6_30_or_date_sold,primary_business_activity,property_number,property_street,unit,borough_1,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,nbhd,expir_dt_of_most_recent_lease,coordinates,bidid,coun_dist_2023
248854,2022 and 2023,3007760038,4806 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,4806,7 AVENUE,,Brooklyn,11220.0,40.64357189999999,-74.0051457,307.0,38.0,9800.0,3012725,3007760038,BK0703,Sunset Park (Central),,POINT (-74.0051457 40.64357189999999),,43.0
248855,2022 and 2023,3007770036,4802 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,EDUCATIONAL SERVICES,4802,8 AVENUE,,Brooklyn,11220.0,40.6422874,-74.0028609999999,307.0,38.0,10801.0,3012768,3007770036,BK0703,Sunset Park (Central),,POINT (-74.0028609999999 40.6422874),,43.0
248856,2022 and 2023,3007770036,4802 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,4802,8 AVENUE,,Brooklyn,11220.0,40.6422874,-74.0028609999999,307.0,38.0,10801.0,3012768,3007770036,BK0703,Sunset Park (Central),,POINT (-74.0028609999999 40.6422874),,43.0
248857,2022 and 2023,3007770038,4806 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FINANCE & INSURANCE,4806,8 AVENUE,,Brooklyn,11220.0,40.64219680000001,-74.0029511,307.0,38.0,10801.0,3012770,3007770038,BK0703,Sunset Park (Central),,POINT (-74.0029511 40.64219680000001),,43.0
248858,2022 and 2023,3007770041,4816 8th Avenue,BROOKLYN,11220.0,,FILLED,,,OTHER,4816,8 AVENUE,,Brooklyn,11220.0,40.64204310000001,-74.0031601,307.0,38.0,10801.0,3012773,3007770041,BK0703,Sunset Park (Central),,POINT (-74.0031601 40.64204310000001),,43.0
248859,2022 and 2023,3007770042,4818 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,4818,8 AVENUE,,Brooklyn,11220.0,40.64200189999999,-74.0032033,307.0,38.0,10801.0,3012774,3007770042,BK0703,Sunset Park (Central),,POINT (-74.0032033 40.64200189999999),,43.0
248860,2022 and 2023,3007770043,4822 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FINANCE & INSURANCE,4822,8 AVENUE,,Brooklyn,11220.0,40.641958,-74.0032466,307.0,38.0,10801.0,3012775,3007770043,BK0703,Sunset Park (Central),,POINT (-74.0032466 40.641958),,43.0
248861,2022 and 2023,3007770044,4824 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FINANCE & INSURANCE,4824,8 AVENUE,,Brooklyn,11220.0,40.6419141,-74.0032933999999,307.0,38.0,10801.0,3012776,3007770044,BK0703,Sunset Park (Central),,POINT (-74.0032933999999 40.6419141),,43.0
248862,2022 and 2023,3007770044,4824 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,4824,8 AVENUE,,Brooklyn,11220.0,40.6419141,-74.0032933999999,307.0,38.0,10801.0,3012776,3007770044,BK0703,Sunset Park (Central),,POINT (-74.0032933999999 40.6419141),,43.0
248863,2022 and 2023,3007780001,811 49 St,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,4823,8 AVENUE,,Brooklyn,11220.0,40.6416067,-74.002789,312.0,38.0,10802.0,3012805,3007780001,BK1201,Sunset Park (East)-Borough Park (West),,POINT (-74.002789 40.6416067),,43.0
248864,2022 and 2023,3007780001,4823-1R 8 Avenue,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,4823,8 AVENUE,,Brooklyn,11220.0,40.6416067,-74.002789,312.0,38.0,10802.0,3012805,3007780001,BK1201,Sunset Park (East)-Borough Park (West),,POINT (-74.002789 40.6416067),,43.0
248865,2022 and 2023,3007780001,4823 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,4823,8 AVENUE,,Brooklyn,11220.0,40.6416067,-74.002789,312.0,38.0,10802.0,3012805,3007780001,BK1201,Sunset Park (East)-Borough Park (West),,POINT (-74.002789 40.6416067),,43.0
248866,2022 and 2023,3007780001,4823 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,4823,8 AVENUE,,Brooklyn,11220.0,40.6416067,-74.002789,312.0,38.0,10802.0,3012805,3007780001,BK1201,Sunset Park (East)-Borough Park (West),,POINT (-74.002789 40.6416067),,43.0
248867,2022 and 2023,3007780002,4821 8 AVENUE,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,4821,8 AVENUE,,Brooklyn,11220.0,40.6416506,-74.0027421,312.0,38.0,10802.0,3012806,3007780002,BK1201,Sunset Park (East)-Borough Park (West),,POINT (-74.0027421 40.6416506),,43.0
248868,2022 and 2023,3007780004,4817 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,4817,8 AVENUE,,Brooklyn,11220.0,40.64173840000001,-74.002652,312.0,38.0,10802.0,3012808,3007780004,BK1201,Sunset Park (East)-Borough Park (West),,POINT (-74.002652 40.64173840000001),,43.0
248893,2022 and 2023,3007850037,4902 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,4902,7 AVENUE,,Brooklyn,11220.0,40.64301189999999,-74.0057294,307.0,38.0,9800.0,3013046,3007850037,BK0703,Sunset Park (Central),,POINT (-74.0057294 40.64301189999999),,43.0
248894,2022 and 2023,3007850037,4904 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,4902,7 AVENUE,,Brooklyn,11220.0,40.64301189999999,-74.0057294,307.0,38.0,9800.0,3013046,3007850037,BK0703,Sunset Park (Central),,POINT (-74.0057294 40.64301189999999),,43.0
248895,2022 and 2023,3007850037,4910 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,4902,7 AVENUE,,Brooklyn,11220.0,40.64301189999999,-74.0057294,307.0,38.0,9800.0,3013046,3007850037,BK0703,Sunset Park (Central),,POINT (-74.0057294 40.64301189999999),,43.0
248896,2022 and 2023,3007860035,772 49th Street,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,772,49 STREET,,Brooklyn,11220.0,40.6417603,-74.0037293999999,307.0,38.0,10801.0,3329872,3007860035,BK0703,Sunset Park (Central),,POINT (-74.0037293999999 40.6417603),,43.0
248897,2022 and 2023,3007860036,774 49 STREET,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,774,49 STREET,,Brooklyn,11220.0,40.64172469999999,-74.0036718,307.0,38.0,10801.0,3329873,3007860036,BK0703,Sunset Park (Central),,POINT (-74.0036718 40.64172469999999),,43.0
248898,2022 and 2023,3007860045,4920 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,4920,8 AVENUE,,Brooklyn,11220.0,40.64141999999999,-74.0037546,307.0,38.0,10801.0,3013115,3007860045,BK0703,Sunset Park (Central),,POINT (-74.0037546 40.64141999999999),,43.0
248899,2022 and 2023,3007860049,775 50 STREET,BROOKLYN,11220.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,775,50 STREET,,Brooklyn,11220.0,40.6415215,-74.0039311999999,307.0,38.0,10801.0,3424561,3007860049,BK0703,Sunset Park (Central),,POINT (-74.0039311999999 40.6415215),,43.0
248900,2022 and 2023,3007860049,775 50 STREET,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,775,50 STREET,,Brooklyn,11220.0,40.6415215,-74.0039311999999,307.0,38.0,10801.0,3424561,3007860049,BK0703,Sunset Park (Central),,POINT (-74.0039311999999 40.6415215),,43.0
248901,2022 and 2023,3007860049,775 50 STREET,BROOKLYN,11220.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,775,50 STREET,,Brooklyn,11220.0,40.6415215,-74.0039311999999,307.0,38.0,10801.0,3424561,3007860049,BK0703,Sunset Park (Central),,POINT (-74.0039311999999 40.6415215),,43.0
248902,2022 and 2023,3007860049,775 50 STREET,BROOKLYN,11220.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,775,50 STREET,,Brooklyn,11220.0,40.6415215,-74.0039311999999,307.0,38.0,10801.0,3424561,3007860049,BK0703,Sunset Park (Central),,POINT (-74.0039311999999 40.6415215),,43.0
248903,2022 and 2023,3007860049,775 50 STREET,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,775,50 STREET,,Brooklyn,11220.0,40.6415215,-74.0039311999999,307.0,38.0,10801.0,3424561,3007860049,BK0703,Sunset Park (Central),,POINT (-74.0039311999999 40.6415215),,43.0
248904,2022 and 2023,3007860051,769 50 STREET,BROOKLYN,11220.0,,FILLED,,,ACCOUNTING SERVICES,769,50 STREET,,Brooklyn,11220.0,40.64157639999999,-74.0040249,307.0,38.0,10801.0,3013119,3007860051,BK0703,Sunset Park (Central),,POINT (-74.0040249 40.64157639999999),,43.0
248905,2022 and 2023,3007860051,769 50 STREET,BROOKLYN,11220.0,,FILLED,,,OTHER,769,50 STREET,,Brooklyn,11220.0,40.64157639999999,-74.0040249,307.0,38.0,10801.0,3013119,3007860051,BK0703,Sunset Park (Central),,POINT (-74.0040249 40.64157639999999),,43.0
248906,2022 and 2023,3007861001,4914 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,4914,8 AVENUE,COMM,Brooklyn,11220.0,40.641508,-74.003665,307.0,38.0,10801.0,3013113,3007861001,BK0703,Sunset Park (Central),,POINT (-74.003665 40.641508),,43.0
248907,2022 and 2023,3007861001,4914 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,4914,8 AVENUE,COMM,Brooklyn,11220.0,40.641508,-74.003665,307.0,38.0,10801.0,3013113,3007861001,BK0703,Sunset Park (Central),,POINT (-74.003665 40.641508),,43.0
248925,2022 and 2023,3007930001,5019 6 AVENUE,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,5019,6 AVENUE,,Brooklyn,11220.0,40.6431764,-74.008331,307.0,38.0,9800.0,3013338,3007930001,BK0703,Sunset Park (Central),,POINT (-74.008331 40.6431764),,43.0
248926,2022 and 2023,3007930001,5019 6 AVENUE,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,5019,6 AVENUE,,Brooklyn,11220.0,40.6431764,-74.008331,307.0,38.0,9800.0,3013338,3007930001,BK0703,Sunset Park (Central),,POINT (-74.008331 40.6431764),,43.0
248927,2022 and 2023,3007930001,5019 6 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5019,6 AVENUE,,Brooklyn,11220.0,40.6431764,-74.008331,307.0,38.0,9800.0,3013338,3007930001,BK0703,Sunset Park (Central),,POINT (-74.008331 40.6431764),,43.0
248928,2022 and 2023,3007930019,640 50 STREET,BROOKLYN,11220.0,,FILLED,,,OTHER,640,50 STREET,,Brooklyn,11220.0,40.6429624,-74.0072247999999,307.0,38.0,9800.0,3013351,3007930019,BK0703,Sunset Park (Central),,POINT (-74.0072247999999 40.6429624),,43.0
248929,2022 and 2023,3007930038,5026 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,FINANCE & INSURANCE,5026,7 AVENUE,,Brooklyn,11220.0,40.64212530000001,-74.0066553,307.0,38.0,9800.0,3013366,3007930038,BK0703,Sunset Park (Central),,POINT (-74.0066553 40.64212530000001),,43.0
248930,2022 and 2023,3007931201,5015 6 Avenue,BROOKLYN,11220.0,,FILLED,,,EDUCATIONAL SERVICES,5015,6 AVENUE,1,Brooklyn,11220.0,40.643265,-74.008241,307.0,38.0,9800.0,3393312,3007931201,BK0703,Sunset Park (Central),,POINT (-74.008241 40.643265),,43.0
248931,2022 and 2023,3007940039,5002 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5002,8 AVENUE,,Brooklyn,11220.0,40.6411483,-74.0040393,307.0,38.0,10801.0,3013418,3007940039,BK0703,Sunset Park (Central),,POINT (-74.0040393 40.6411483),,43.0
248932,2022 and 2023,3007940039,5002 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5002,8 AVENUE,,Brooklyn,11220.0,40.6411483,-74.0040393,307.0,38.0,10801.0,3013418,3007940039,BK0703,Sunset Park (Central),,POINT (-74.0040393 40.6411483),,43.0
248933,2022 and 2023,3007940042,5010 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5010,8 AVENUE,,Brooklyn,11220.0,40.6410385,-74.0041546,307.0,38.0,10801.0,3013420,3007940042,BK0703,Sunset Park (Central),,POINT (-74.0041546 40.6410385),,43.0
248934,2022 and 2023,3007940042,5010 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5010,8 AVENUE,,Brooklyn,11220.0,40.6410385,-74.0041546,307.0,38.0,10801.0,3013420,3007940042,BK0703,Sunset Park (Central),,POINT (-74.0041546 40.6410385),,43.0
248935,2022 and 2023,3007940048,5024 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5024,8 AVENUE,,Brooklyn,11220.0,40.64077489999999,-74.004432,307.0,38.0,10801.0,3013426,3007940048,BK0703,Sunset Park (Central),,POINT (-74.004432 40.64077489999999),,43.0
248936,2022 and 2023,3007940048,5024 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5024,8 AVENUE,,Brooklyn,11220.0,40.64077489999999,-74.004432,307.0,38.0,10801.0,3013426,3007940048,BK0703,Sunset Park (Central),,POINT (-74.004432 40.64077489999999),,43.0
248937,2022 and 2023,3007941001,773 51 STREET,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,773,51 STREET,COMM,Brooklyn,11220.0,40.64094,-74.0044,307.0,38.0,10801.0,3397579,3007941001,BK0703,Sunset Park (Central),,POINT (-74.0044 40.64094),,43.0
248964,2022 and 2023,3008010032,664 51 STREET,BROOKLYN,11220.0,,FILLED,,,OTHER,664,51 STREET,,Brooklyn,11220.0,40.64207309999999,-74.0072678999999,307.0,38.0,9800.0,3013684,3008010032,BK0703,Sunset Park (Central),,POINT (-74.0072678999999 40.64207309999999),,43.0
248965,2022 and 2023,3008010042,5112 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5112,7 AVENUE,,Brooklyn,11220.0,40.6417465,-74.0070517,307.0,38.0,9800.0,3013693,3008010042,BK0703,Sunset Park (Central),,POINT (-74.0070517 40.6417465),,43.0
248966,2022 and 2023,3008020006,5107 7TH AVE,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,5107,7 AVENUE,,Brooklyn,11220.0,40.6415571,-74.0065292,307.0,38.0,10801.0,3013731,3008020006,BK0703,Sunset Park (Central),,POINT (-74.0065292 40.6415571),,43.0
248967,2022 and 2023,3008020021,736 51 STREET,BROOKLYN,11220.0,,FILLED,,,OTHER,736,51 STREET,,Brooklyn,11220.0,40.64115369999999,-74.0057436,307.0,38.0,10801.0,3013745,3008020021,BK0703,Sunset Park (Central),,POINT (-74.0057436 40.64115369999999),,43.0
248992,2022 and 2023,3008090037,5202 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5202,7 AVENUE,,Brooklyn,11220.0,40.6413759,-74.0073867,307.0,38.0,10000.0,3014027,3008090037,BK0703,Sunset Park (Central),,POINT (-74.0073867 40.6413759),,43.0
248993,2022 and 2023,3008100001,5223 7 Avenue,BROOKLYN,11220.0,,FILLED,,,OTHER,5223,7 AVENUE,,Brooklyn,11220.0,40.6407199,-74.007347,307.0,38.0,10601.0,3014064,3008100001,BK0703,Sunset Park (Central),,POINT (-74.007347 40.6407199),,43.0
248994,2022 and 2023,3008100007,5207 7TH AVE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5207,7 AVENUE,,Brooklyn,11220.0,40.64097240000001,-74.0070804,307.0,38.0,10601.0,3014070,3008100007,BK0703,Sunset Park (Central),,POINT (-74.0070804 40.64097240000001),,43.0
248995,2022 and 2023,3008100028,750 52 STREET,BROOKLYN,11220.0,,FILLED,,,OTHER,750,52 STREET,,Brooklyn,11220.0,40.6403879,-74.005985,307.0,38.0,10601.0,3014088,3008100028,BK0703,Sunset Park (Central),,POINT (-74.005985 40.6403879),,43.0
248996,2022 and 2023,3008100032,760 52ND STREET,BROOKLYN,11220.0,,FILLED,,,OTHER,760,52 STREET,,Brooklyn,11220.0,40.6402506,-74.0057616,307.0,38.0,10601.0,3014092,3008100032,BK0703,Sunset Park (Central),,POINT (-74.0057616 40.6402506),,43.0
248997,2022 and 2023,3008100032,760 52ND STREET,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,760,52 STREET,,Brooklyn,11220.0,40.6402506,-74.0057616,307.0,38.0,10601.0,3014092,3008100032,BK0703,Sunset Park (Central),,POINT (-74.0057616 40.6402506),,43.0
248998,2022 and 2023,3008100037,772 52 STREET,BROOKLYN,11220.0,,FILLED,,,RETAIL,772,52 STREET,,Brooklyn,11220.0,40.64008050000001,-74.0054804999999,307.0,38.0,10601.0,3014097,3008100037,BK0703,Sunset Park (Central),,POINT (-74.0054804999999 40.64008050000001),,43.0
248999,2022 and 2023,3008100040,5202 8 Avenue,BROOKLYN,11220.0,,FILLED,,,RETAIL,5202,8 AVENUE,8,Brooklyn,11220.0,40.6400448,-74.0051886,307.0,38.0,10601.0,3014099,3008100040,BK0703,Sunset Park (Central),,POINT (-74.0051886 40.6400448),,43.0
249000,2022 and 2023,3008100040,5202 8 Avenue,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5202,8 AVENUE,8,Brooklyn,11220.0,40.6400448,-74.0051886,307.0,38.0,10601.0,3014099,3008100040,BK0703,Sunset Park (Central),,POINT (-74.0051886 40.6400448),,43.0
249001,2022 and 2023,3008100046,5216 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5216,8 AVENUE,,Brooklyn,11220.0,40.63978399999999,-74.0054588,307.0,38.0,10601.0,3014105,3008100046,BK0703,Sunset Park (Central),,POINT (-74.0054588 40.63978399999999),,43.0
249002,2022 and 2023,3008100049,5224 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5224,8 AVENUE,8,Brooklyn,11220.0,40.63965230000001,-74.0055958,307.0,38.0,10601.0,3014108,3008100049,BK0703,Sunset Park (Central),,POINT (-74.0055958 40.63965230000001),,43.0
249003,2022 and 2023,3008100049,5224 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5224,8 AVENUE,8,Brooklyn,11220.0,40.63965230000001,-74.0055958,307.0,38.0,10601.0,3014108,3008100049,BK0703,Sunset Park (Central),,POINT (-74.0055958 40.63965230000001),,43.0
249004,2022 and 2023,3008101301,763 53rd Street,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,763,53 STREET,1,Brooklyn,11220.0,40.63996,-74.0058,307.0,43.0,,,3008101301,,,,POINT (-74.0058 40.63996),,43.0
249023,2022 and 2023,3008170037,5302 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5302,7 AVENUE,,Brooklyn,11220.0,40.6408242,-74.0080028,307.0,38.0,10000.0,3014367,3008170037,BK0703,Sunset Park (Central),,POINT (-74.0080028 40.6408242),,43.0
249024,2022 and 2023,3008170037,5302 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5302,7 AVENUE,,Brooklyn,11220.0,40.6408242,-74.0080028,307.0,38.0,10000.0,3014367,3008170037,BK0703,Sunset Park (Central),,POINT (-74.0080028 40.6408242),,43.0
249025,2022 and 2023,3008170041,5314 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,5314,7 AVENUE,,Brooklyn,11220.0,40.6405936,-74.0081973999999,307.0,38.0,10000.0,3014371,3008170041,BK0703,Sunset Park (Central),,POINT (-74.0081973999999 40.6405936),,43.0
249026,2022 and 2023,3008170041,5314 7  AVENUE,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,5314,7 AVENUE,,Brooklyn,11220.0,40.6405936,-74.0081973999999,307.0,38.0,10000.0,3014371,3008170041,BK0703,Sunset Park (Central),,POINT (-74.0081973999999 40.6405936),,43.0
249027,2022 and 2023,3008180007,5309 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5309,7 AVENUE,,Brooklyn,11220.0,40.640376800000006,-74.0077037,307.0,38.0,10601.0,3014408,3008180007,BK0703,Sunset Park (Central),,POINT (-74.0077037 40.640376800000006),,43.0
249028,2022 and 2023,3008180007,5309 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5309,7 AVENUE,,Brooklyn,11220.0,40.640376800000006,-74.0077037,307.0,38.0,10601.0,3014408,3008180007,BK0703,Sunset Park (Central),,POINT (-74.0077037 40.640376800000006),,43.0
249029,2022 and 2023,3008180011,5301 7 Avenue,BROOKLYN,11220.0,,FILLED,,,EDUCATIONAL SERVICES,5301,7 AVENUE,,Brooklyn,11220.0,40.640547,-74.0075272,307.0,38.0,10601.0,3014412,3008180011,BK0703,Sunset Park (Central),,POINT (-74.0075272 40.640547),,43.0
249030,2022 and 2023,3008180038,774 53 STREET,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,774,53 STREET,,Brooklyn,11220.0,40.6394848,-74.0060029,307.0,38.0,10601.0,3014437,3008180038,BK0703,Sunset Park (Central),,POINT (-74.0060029 40.6394848),,43.0
249031,2022 and 2023,3008180038,774 53 STREET,BROOKLYN,11220.0,,FILLED,,,FINANCE & INSURANCE,774,53 STREET,,Brooklyn,11220.0,40.6394848,-74.0060029,307.0,38.0,10601.0,3014437,3008180038,BK0703,Sunset Park (Central),,POINT (-74.0060029 40.6394848),,43.0
249032,2022 and 2023,3008180042,5306 8 Avenue,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5306,8 AVENUE,,Brooklyn,11220.0,40.6393997,-74.0058624,307.0,38.0,10601.0,3014440,3008180042,BK0703,Sunset Park (Central),,POINT (-74.0058624 40.6393997),,43.0
249033,2022 and 2023,3008180045,5314 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5314,8 AVENUE,,Brooklyn,11220.0,40.63926800000001,-74.0059993,307.0,38.0,10601.0,3014443,3008180045,BK0703,Sunset Park (Central),,POINT (-74.0059993 40.63926800000001),,43.0
249034,2022 and 2023,3008180053,769 54 STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,769,54 STREET,,Brooklyn,11220.0,40.63933380000001,-74.0063451999999,307.0,38.0,10601.0,3014450,3008180053,BK0703,Sunset Park (Central),,POINT (-74.0063451999999 40.63933380000001),,43.0
249035,2022 and 2023,3008181001,817 53rd St,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,5321,7 AVENUE,COMM,Brooklyn,11220.0,40.6402,-74.0078,307.0,38.0,10601.0,3014404,3008181001,BK0703,Sunset Park (Central),,POINT (-74.0078 40.6402),,43.0
249036,2022 and 2023,3008181001,817 53rd St,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,5321,7 AVENUE,COMM,Brooklyn,11220.0,40.6402,-74.0078,307.0,38.0,10601.0,3014404,3008181001,BK0703,Sunset Park (Central),,POINT (-74.0078 40.6402),,43.0
249052,2022 and 2023,3008250010,5401 6 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5401,6 AVENUE,,Brooklyn,11220.0,40.64131530000001,-74.0103126,307.0,38.0,10000.0,3014722,3008250010,BK0703,Sunset Park (Central),,POINT (-74.0103126 40.64131530000001),,43.0
249053,2022 and 2023,3008260005,702 54 STREET,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,702,54 STREET,,Brooklyn,11220.0,40.63987990000001,-74.0081685,307.0,38.0,10601.0,3014789,3008260005,BK0703,Sunset Park (Central),,POINT (-74.0081685 40.63987990000001),,43.0
249054,2022 and 2023,3008260005,702 54 STREET,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,702,54 STREET,,Brooklyn,11220.0,40.63987990000001,-74.0081685,307.0,38.0,10601.0,3014789,3008260005,BK0703,Sunset Park (Central),,POINT (-74.0081685 40.63987990000001),,43.0
249055,2022 and 2023,3008260005,702 54 STREET,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,702,54 STREET,,Brooklyn,11220.0,40.63987990000001,-74.0081685,307.0,38.0,10601.0,3014789,3008260005,BK0703,Sunset Park (Central),,POINT (-74.0081685 40.63987990000001),,43.0
249056,2022 and 2023,3008260045,5418 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FINANCE & INSURANCE,5418,8 AVENUE,,Brooklyn,11220.0,40.6386202,-74.0066694,307.0,38.0,10601.0,3014823,3008260045,BK0703,Sunset Park (Central),,POINT (-74.0066694 40.6386202),,43.0
249057,2022 and 2023,3008260049,773 55 STREET,BROOKLYN,11220.0,,FILLED,,,OTHER,773,55 STREET,,Brooklyn,11220.0,40.6387053,-74.0068098999999,307.0,38.0,10601.0,3014826,3008260049,BK0703,Sunset Park (Central),,POINT (-74.0068098999999 40.6387053),,43.0
249058,2022 and 2023,3008260049,773 55 STREET,BROOKLYN,11220.0,,FILLED,,,OTHER,773,55 STREET,,Brooklyn,11220.0,40.6387053,-74.0068098999999,307.0,38.0,10601.0,3014826,3008260049,BK0703,Sunset Park (Central),,POINT (-74.0068098999999 40.6387053),,43.0
249059,2022 and 2023,3008260050,771 55 STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,771,55 STREET,,Brooklyn,11220.0,40.63874369999999,-74.0068676,307.0,38.0,10601.0,3014827,3008260050,BK0703,Sunset Park (Central),,POINT (-74.0068676 40.63874369999999),,43.0
249060,2022 and 2023,3008261101,757 55 STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,757,55 STREET,1,Brooklyn,11220.0,40.638947,-74.007206,307.0,38.0,10601.0,3425756,3008261101,BK0703,Sunset Park (Central),,POINT (-74.007206 40.638947),,43.0
249061,2022 and 2023,3008261201,761 55TH STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,761,55 STREET,1,Brooklyn,11220.0,40.63886200000001,-74.007066,307.0,38.0,10601.0,3014830,3008261201,BK0703,Sunset Park (Central),,POINT (-74.007066 40.63886200000001),,43.0
249062,2022 and 2023,3008261201,761 55TH STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,761,55 STREET,1,Brooklyn,11220.0,40.63886200000001,-74.007066,307.0,38.0,10601.0,3014830,3008261201,BK0703,Sunset Park (Central),,POINT (-74.007066 40.63886200000001),,43.0
249093,2022 and 2023,3008330040,5502 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5502,7 AVENUE,,Brooklyn,11220.0,40.63969320000001,-74.0091413,307.0,38.0,10000.0,3015093,3008330040,BK0703,Sunset Park (Central),,POINT (-74.0091413 40.63969320000001),,43.0
249094,2022 and 2023,3008330047,5520 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5520,7 AVENUE,,Brooklyn,11220.0,40.6393721,-74.0094547,307.0,38.0,10000.0,3015100,3008330047,BK0703,Sunset Park (Central),,POINT (-74.0094547 40.6393721),,43.0
