,reporting_year,borough_block_lot,property_street_address_or,borough,zip_code,sold_date,vacant_on_12_31,construction_reported,vacant_6_30_or_date_sold,primary_business_activity,property_number,property_street,unit,borough_1,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,nbhd,expir_dt_of_most_recent_lease,coordinates,bidid,coun_dist_2023
256894,2022 and 2023,3055430047,6324 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,RETAIL,6324,BAY PARKWAY,,Brooklyn,11204.0,40.614698,-73.9809931,311.0,47.0,25400.0,3133327,3055430047,BK1101,Bensonhurst,,POINT (-73.9809931 40.614698),,43.0
256895,2022 and 2023,3055430047,6324 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,OTHER,6324,BAY PARKWAY,,Brooklyn,11204.0,40.614698,-73.9809931,311.0,47.0,25400.0,3133327,3055430047,BK1101,Bensonhurst,,POINT (-73.9809931 40.614698),,43.0
256896,2022 and 2023,3055450047,1691 65 STREET,BROOKLYN,11204.0,,FILLED,,,OTHER,1691,65 STREET,,Brooklyn,11204.0,40.6208833,-73.9925362999999,311.0,38.0,25200.0,3133458,3055450047,BK1101,Bensonhurst,,POINT (-73.9925362999999 40.6208833),,43.0
256897,2022 and 2023,3055450047,1691 65 STREET,BROOKLYN,11204.0,,FILLED,,,OTHER,1691,65 STREET,,Brooklyn,11204.0,40.6208833,-73.9925362999999,311.0,38.0,25200.0,3133458,3055450047,BK1101,Bensonhurst,,POINT (-73.9925362999999 40.6208833),,43.0
256898,2022 and 2023,3055450047,1691 65 STREET,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,1691,65 STREET,,Brooklyn,11204.0,40.6208833,-73.9925362999999,311.0,38.0,25200.0,3133458,3055450047,BK1101,Bensonhurst,,POINT (-73.9925362999999 40.6208833),,43.0
256899,2022 and 2023,3055450047,1691 65 STREET,BROOKLYN,11204.0,,FILLED,,,RETAIL,1691,65 STREET,,Brooklyn,11204.0,40.6208833,-73.9925362999999,311.0,38.0,25200.0,3133458,3055450047,BK1101,Bensonhurst,,POINT (-73.9925362999999 40.6208833),,43.0
256900,2022 and 2023,3055460001,1701 65 STREET,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,1701,65 STREET,,Brooklyn,11204.0,40.6206061,-73.9921185,311.0,38.0,25200.0,3133467,3055460001,BK1101,Bensonhurst,,POINT (-73.9921185 40.6206061),,43.0
256901,2022 and 2023,3055460044,6400 18th AVENUE,BROOKLYN,11204.0,,FILLED,,,FINANCE & INSURANCE,6400,18 AVENUE,,Brooklyn,11204.0,40.6197852,-73.9898888999999,311.0,38.0,25200.0,3133500,3055460044,BK1101,Bensonhurst,,POINT (-73.9898888999999 40.6197852),,43.0
256902,2022 and 2023,3055460044,6400 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,OTHER,6400,18 AVENUE,,Brooklyn,11204.0,40.6197852,-73.9898888999999,311.0,38.0,25200.0,3133500,3055460044,BK1101,Bensonhurst,,POINT (-73.9898888999999 40.6197852),,43.0
256903,2022 and 2023,3055460044,6400 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,OTHER,6400,18 AVENUE,,Brooklyn,11204.0,40.6197852,-73.9898888999999,311.0,38.0,25200.0,3133500,3055460044,BK1101,Bensonhurst,,POINT (-73.9898888999999 40.6197852),,43.0
256904,2022 and 2023,3055460050,6414-16 18 Avenue,BROOKLYN,11204.0,,FILLED,,,OTHER,6414,18 AVENUE,,Brooklyn,11204.0,40.61955739999999,-73.9901337999999,311.0,38.0,25200.0,3133505,3055460050,BK1101,Bensonhurst,,POINT (-73.9901337999999 40.61955739999999),,43.0
256905,2022 and 2023,3055460082,1707 65 STREET,BROOKLYN,11204.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,1707,65 STREET,,Brooklyn,11204.0,40.62053740000001,-73.9919996,311.0,38.0,25200.0,3133529,3055460082,BK1101,Bensonhurst,,POINT (-73.9919996 40.62053740000001),,43.0
256906,2022 and 2023,3055470001,6423 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6423,18 AVENUE,,Brooklyn,11204.0,40.61911,-73.9897952999999,311.0,47.0,25200.0,3133531,3055470001,BK1101,Bensonhurst,,POINT (-73.9897952999999 40.61911),,43.0
256907,2022 and 2023,3055470001,1803 65 Steet,BROOKLYN,11204.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,6423,18 AVENUE,,Brooklyn,11204.0,40.61911,-73.9897952999999,311.0,47.0,25200.0,3133531,3055470001,BK1101,Bensonhurst,,POINT (-73.9897952999999 40.61911),,43.0
256908,2022 and 2023,3055470006,6401 18th Avenue,BROOKLYN,11204.0,,FILLED,,,RETAIL,6401,18 AVENUE,,Brooklyn,11204.0,40.6192966,-73.9892981999999,311.0,47.0,25200.0,3133536,3055470006,BK1101,Bensonhurst,,POINT (-73.9892981999999 40.6192966),,43.0
256909,2022 and 2023,3055470006,6401 18th Avenue,BROOKLYN,11204.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,6401,18 AVENUE,,Brooklyn,11204.0,40.6192966,-73.9892981999999,311.0,47.0,25200.0,3133536,3055470006,BK1101,Bensonhurst,,POINT (-73.9892981999999 40.6192966),,43.0
256910,2022 and 2023,3055470063,1813 65 STREET,BROOKLYN,11204.0,,FILLED,,,OTHER,1813,65 STREET,,Brooklyn,11204.0,40.6190111,-73.9894135,311.0,47.0,25200.0,3133567,3055470063,BK1101,Bensonhurst,,POINT (-73.9894135 40.6190111),,43.0
256911,2022 and 2023,3055470063,1813 65 STREET,BROOKLYN,11204.0,,FILLED,,,WHOLESALE,1813,65 STREET,,Brooklyn,11204.0,40.6190111,-73.9894135,311.0,47.0,25200.0,3133567,3055470063,BK1101,Bensonhurst,,POINT (-73.9894135 40.6190111),,43.0
256912,2022 and 2023,3055470063,1813 65 STREET,BROOKLYN,11204.0,,FILLED,,,WHOLESALE,1813,65 STREET,,Brooklyn,11204.0,40.6190111,-73.9894135,311.0,47.0,25200.0,3133567,3055470063,BK1101,Bensonhurst,,POINT (-73.9894135 40.6190111),,43.0
256913,2022 and 2023,3055470063,1813 65 STREET,BROOKLYN,11204.0,,FILLED,,,FINANCE & INSURANCE,1813,65 STREET,,Brooklyn,11204.0,40.6190111,-73.9894135,311.0,47.0,25200.0,3133567,3055470063,BK1101,Bensonhurst,,POINT (-73.9894135 40.6190111),,43.0
256914,2022 and 2023,3055470063,1813 65 STREET,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,1813,65 STREET,,Brooklyn,11204.0,40.6190111,-73.9894135,311.0,47.0,25200.0,3133567,3055470063,BK1101,Bensonhurst,,POINT (-73.9894135 40.6190111),,43.0
256915,2022 and 2023,3055470063,1813 65 STREET,BROOKLYN,11204.0,,FILLED,,,FINANCE & INSURANCE,1813,65 STREET,,Brooklyn,11204.0,40.6190111,-73.9894135,311.0,47.0,25200.0,3133567,3055470063,BK1101,Bensonhurst,,POINT (-73.9894135 40.6190111),,43.0
256916,2022 and 2023,3055470063,1813 65 STREET,BROOKLYN,11204.0,,FILLED,,,FINANCE & INSURANCE,1813,65 STREET,,Brooklyn,11204.0,40.6190111,-73.9894135,311.0,47.0,25200.0,3133567,3055470063,BK1101,Bensonhurst,,POINT (-73.9894135 40.6190111),,43.0
256917,2022 and 2023,3055480039,6404 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6404,20 AVENUE,,Brooklyn,11204.0,40.6171305,-73.9855921,311.0,47.0,25400.0,3133597,3055480039,BK1101,Bensonhurst,,POINT (-73.9855921 40.6171305),,43.0
256918,2022 and 2023,3055480040,6406 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6406,20 AVENUE,,Brooklyn,11204.0,40.6170893,-73.9856389,311.0,47.0,25400.0,3133598,3055480040,BK1101,Bensonhurst,,POINT (-73.9856389 40.6170893),,43.0
256919,2022 and 2023,3055480042,6412 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,FINANCE & INSURANCE,6412,20 AVENUE,,Brooklyn,11204.0,40.6170153,-73.9857578,311.0,47.0,25400.0,3133600,3055480042,BK1101,Bensonhurst,,POINT (-73.9857578 40.6170153),,43.0
256920,2022 and 2023,3055480047,6422 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6422,20 AVENUE,,Brooklyn,11204.0,40.616823100000005,-73.9859596,311.0,47.0,25400.0,3133602,3055480047,BK1101,Bensonhurst,,POINT (-73.9859596 40.616823100000005),,43.0
256921,2022 and 2023,3055480047,6422 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6422,20 AVENUE,,Brooklyn,11204.0,40.616823100000005,-73.9859596,311.0,47.0,25400.0,3133602,3055480047,BK1101,Bensonhurst,,POINT (-73.9859596 40.616823100000005),,43.0
256922,2022 and 2023,3055480047,6422 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,OTHER,6422,20 AVENUE,,Brooklyn,11204.0,40.616823100000005,-73.9859596,311.0,47.0,25400.0,3133602,3055480047,BK1101,Bensonhurst,,POINT (-73.9859596 40.616823100000005),,43.0
256923,2022 and 2023,3055530045,6512 18th AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6512,18 AVENUE,,Brooklyn,11204.0,40.6189289,-73.9907535,311.0,38.0,25200.0,3345975,3055530045,BK1101,Bensonhurst,,POINT (-73.9907535 40.6189289),,43.0
256924,2022 and 2023,3055530046,6514 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6514,18 AVENUE,,Brooklyn,11204.0,40.61887949999999,-73.9908003,311.0,38.0,25200.0,3133856,3055530046,BK1101,Bensonhurst,,POINT (-73.9908003 40.61887949999999),,43.0
256925,2022 and 2023,3055530047,6516 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6516,18 AVENUE,,Brooklyn,11204.0,40.61883280000001,-73.9908471,311.0,38.0,25200.0,3345977,3055530047,BK1101,Bensonhurst,,POINT (-73.9908471 40.61883280000001),,43.0
256926,2022 and 2023,3055531001,1766 65 Street,BROOKLYN,11204.0,,FILLED,,,EDUCATIONAL SERVICES,1766,65 STREET,C1,Brooklyn,11204.0,40.61928100000001,-73.990991,311.0,38.0,25200.0,3133852,3055531001,BK1101,Bensonhurst,,POINT (-73.990991 40.61928100000001),,43.0
256927,2022 and 2023,3055531002,1766 65 Street,BROOKLYN,11204.0,,FILLED,,,EDUCATIONAL SERVICES,1766,65 STREET,C2,Brooklyn,11204.0,40.61928100000001,-73.990991,311.0,38.0,25200.0,3133852,3055531002,BK1101,Bensonhurst,,POINT (-73.990991 40.61928100000001),,43.0
256928,2022 and 2023,3055540004,6517 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6517,18 AVENUE,,Brooklyn,11204.0,40.61859669999999,-73.9903428999999,311.0,47.0,25200.0,3133885,3055540004,BK1101,Bensonhurst,,POINT (-73.9903428999999 40.61859669999999),,43.0
256929,2022 and 2023,3055540004,6517 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6517,18 AVENUE,,Brooklyn,11204.0,40.61859669999999,-73.9903428999999,311.0,47.0,25200.0,3133885,3055540004,BK1101,Bensonhurst,,POINT (-73.9903428999999 40.61859669999999),,43.0
256930,2022 and 2023,3055540004,6517 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,REAL ESTATE,6517,18 AVENUE,,Brooklyn,11204.0,40.61859669999999,-73.9903428999999,311.0,47.0,25200.0,3133885,3055540004,BK1101,Bensonhurst,,POINT (-73.9903428999999 40.61859669999999),,43.0
256931,2022 and 2023,3055540005,6515 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6515,18 AVENUE,,Brooklyn,11204.0,40.61864059999999,-73.9902997,311.0,47.0,25200.0,3133886,3055540005,BK1101,Bensonhurst,,POINT (-73.9902997 40.61864059999999),,43.0
256932,2022 and 2023,3055540005,6515 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6515,18 AVENUE,,Brooklyn,11204.0,40.61864059999999,-73.9902997,311.0,47.0,25200.0,3133886,3055540005,BK1101,Bensonhurst,,POINT (-73.9902997 40.61864059999999),,43.0
256933,2022 and 2023,3055540006,6509 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,OTHER,6509,18 AVENUE,,Brooklyn,11204.0,40.6186955,-73.9902132,311.0,47.0,25200.0,3133887,3055540006,BK1101,Bensonhurst,,POINT (-73.9902132 40.6186955),,43.0
256934,2022 and 2023,3055550035,6512 20TH AVE,BROOKLYN,11204.0,,FILLED,,,OTHER,1980,65 STREET,,Brooklyn,11204.0,40.616422400000005,-73.9862622,311.0,47.0,25600.0,3133959,3055550035,BK1101,Bensonhurst,,POINT (-73.9862622 40.616422400000005),,43.0
256935,2022 and 2023,3055550035,6510 20TH AVE,BROOKLYN,11204.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,1980,65 STREET,,Brooklyn,11204.0,40.616422400000005,-73.9862622,311.0,47.0,25600.0,3133959,3055550035,BK1101,Bensonhurst,,POINT (-73.9862622 40.616422400000005),,43.0
256936,2022 and 2023,3055550035,6508 20TH AVE,BROOKLYN,11204.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,1980,65 STREET,,Brooklyn,11204.0,40.616422400000005,-73.9862622,311.0,47.0,25600.0,3133959,3055550035,BK1101,Bensonhurst,,POINT (-73.9862622 40.616422400000005),,43.0
256937,2022 and 2023,3055550035,6506 20TH AVE,BROOKLYN,11204.0,,FILLED,,,OTHER,1980,65 STREET,,Brooklyn,11204.0,40.616422400000005,-73.9862622,311.0,47.0,25600.0,3133959,3055550035,BK1101,Bensonhurst,,POINT (-73.9862622 40.616422400000005),,43.0
256938,2022 and 2023,3055550035,6504 20TH AVE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,1980,65 STREET,,Brooklyn,11204.0,40.616422400000005,-73.9862622,311.0,47.0,25600.0,3133959,3055550035,BK1101,Bensonhurst,,POINT (-73.9862622 40.616422400000005),,43.0
256939,2022 and 2023,3055550035,6502 20TH AVE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,1980,65 STREET,,Brooklyn,11204.0,40.616422400000005,-73.9862622,311.0,47.0,25600.0,3133959,3055550035,BK1101,Bensonhurst,,POINT (-73.9862622 40.616422400000005),,43.0
256940,2022 and 2023,3055560002,6521 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6521,20 AVENUE,,Brooklyn,11204.0,40.6159064,-73.9861109999999,311.0,47.0,25600.0,3133998,3055560002,BK1101,Bensonhurst,,POINT (-73.9861109999999 40.6159064),,43.0
256941,2022 and 2023,3055560004,6515 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,6515,20 AVENUE,,Brooklyn,11204.0,40.6159915,-73.9860246,311.0,47.0,25600.0,3134000,3055560004,BK1101,Bensonhurst,,POINT (-73.9860246 40.6159915),,43.0
256942,2022 and 2023,3055560006,6511 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,6511,20 AVENUE,,Brooklyn,11204.0,40.6160793,-73.9859344999999,311.0,47.0,25600.0,3134002,3055560006,BK1101,Bensonhurst,,POINT (-73.9859344999999 40.6160793),,43.0
256943,2022 and 2023,3055560010,6501 20 AVENUE,BROOKLYN,11204.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,6501,20 AVENUE,,Brooklyn,11204.0,40.61624950000001,-73.985758,311.0,47.0,25600.0,3134006,3055560010,BK1101,Bensonhurst,,POINT (-73.985758 40.61624950000001),,43.0
256944,2022 and 2023,3055560010,6501 20 AVENUE,BROOKLYN,11204.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,6501,20 AVENUE,,Brooklyn,11204.0,40.61624950000001,-73.985758,311.0,47.0,25600.0,3134006,3055560010,BK1101,Bensonhurst,,POINT (-73.985758 40.61624950000001),,43.0
256945,2022 and 2023,3055580020,6601 15 AVENUE,BROOKLYN,11219.0,,FILLED,,,RETAIL,6601,15 AVENUE,,Brooklyn,11219.0,40.622492,-73.9976045,311.0,38.0,25000.0,3134112,3055580020,BK1101,Bensonhurst,,POINT (-73.9976045 40.622492),,43.0
256946,2022 and 2023,3055590050,6606 17 AVENUE,BROOKLYN,11204.0,,FILLED,,,ACCOUNTING SERVICES,6606,17 AVENUE,,Brooklyn,11204.0,40.61986780000001,-73.993491,311.0,38.0,25200.0,3134206,3055590050,BK1101,Bensonhurst,,POINT (-73.993491 40.61986780000001),,43.0
256947,2022 and 2023,3055590051,6610 17 AVENUE,BROOKLYN,11204.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,6610,17 AVENUE,,Brooklyn,11204.0,40.61982390000001,-73.9935342,311.0,38.0,25200.0,3134207,3055590051,BK1101,Bensonhurst,,POINT (-73.9935342 40.61982390000001),,43.0
256948,2022 and 2023,3055600049,6610 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6610,18 AVENUE,,Brooklyn,11204.0,40.61840190000001,-73.9912903,311.0,38.0,25200.0,3134320,3055600049,BK1101,Bensonhurst,,POINT (-73.9912903 40.61840190000001),,43.0
256949,2022 and 2023,3055600049,6610 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,EDUCATIONAL SERVICES,6610,18 AVENUE,,Brooklyn,11204.0,40.61840190000001,-73.9912903,311.0,38.0,25200.0,3134320,3055600049,BK1101,Bensonhurst,,POINT (-73.9912903 40.61840190000001),,43.0
256950,2022 and 2023,3055600052,6620 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6620,18 AVENUE,,Brooklyn,11204.0,40.6181604,-73.9915568,311.0,38.0,25200.0,3134322,3055600052,BK1101,Bensonhurst,,POINT (-73.9915568 40.6181604),,43.0
256951,2022 and 2023,3055600052,6620 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6620,18 AVENUE,,Brooklyn,11204.0,40.6181604,-73.9915568,311.0,38.0,25200.0,3134322,3055600052,BK1101,Bensonhurst,,POINT (-73.9915568 40.6181604),,43.0
256952,2022 and 2023,3055610008,6607 18 Avenue,BROOKLYN,11204.0,,FILLED,,,OTHER,6607,18 AVENUE,,Brooklyn,11204.0,40.61813560000001,-73.9907284,311.0,47.0,26000.0,3134336,3055610008,BK1101,Bensonhurst,,POINT (-73.9907284 40.61813560000001),,43.0
256953,2022 and 2023,3055610009,6603 18 Avenue,BROOKLYN,11204.0,,FILLED,,,OTHER,6603,18 AVENUE,,Brooklyn,11204.0,40.61826189999999,-73.9906418999999,311.0,47.0,26000.0,3424792,3055610009,BK1101,Bensonhurst,,POINT (-73.9906418999999 40.61826189999999),,43.0
256954,2022 and 2023,3055640044,6610 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6610,BAY PARKWAY,,Brooklyn,11204.0,40.6131392,-73.9825135,311.0,47.0,25600.0,3134526,3055640044,BK1101,Bensonhurst,,POINT (-73.9825135 40.6131392),,43.0
256955,2022 and 2023,3055640044,6610 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,OTHER,6610,BAY PARKWAY,,Brooklyn,11204.0,40.6131392,-73.9825135,311.0,47.0,25600.0,3134526,3055640044,BK1101,Bensonhurst,,POINT (-73.9825135 40.6131392),,43.0
256956,2022 and 2023,3055640048,6618 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,RETAIL,6618,BAY PARKWAY,,Brooklyn,11204.0,40.6130267,-73.9827368,311.0,47.0,25600.0,3134528,3055640048,BK1101,Bensonhurst,,POINT (-73.9827368 40.6130267),,43.0
256957,2022 and 2023,3055640049,6620 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6620,BAY PARKWAY,,Brooklyn,11204.0,40.612958,-73.9828052,311.0,47.0,25600.0,3328574,3055640049,BK1101,Bensonhurst,,POINT (-73.9828052 40.612958),,43.0
256958,2022 and 2023,3055660001,6709 NEW UTRECHT AVENUE,BROOKLYN,11219.0,,FILLED,,,RETAIL,6709,NEW UTRECHT AVENUE,,Brooklyn,11219.0,40.6212705,-73.9981304999999,311.0,38.0,26200.0,3134554,3055660001,BK1101,Bensonhurst,,POINT (-73.9981304999999 40.6212705),,43.0
256959,2022 and 2023,3055690001,6713-23 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6713,18 AVENUE,,Brooklyn,11204.0,40.61741380000001,-73.9915173,311.0,47.0,26000.0,3134661,3055690001,BK1101,Bensonhurst,,POINT (-73.9915173 40.61741380000001),,43.0
256960,2022 and 2023,3055690001,6713-23 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6713,18 AVENUE,,Brooklyn,11204.0,40.61741380000001,-73.9915173,311.0,47.0,26000.0,3134661,3055690001,BK1101,Bensonhurst,,POINT (-73.9915173 40.61741380000001),,43.0
256961,2022 and 2023,3055690001,6713-23 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6713,18 AVENUE,,Brooklyn,11204.0,40.61741380000001,-73.9915173,311.0,47.0,26000.0,3134661,3055690001,BK1101,Bensonhurst,,POINT (-73.9915173 40.61741380000001),,43.0
256962,2022 and 2023,3055690001,6713-23 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6713,18 AVENUE,,Brooklyn,11204.0,40.61741380000001,-73.9915173,311.0,47.0,26000.0,3134661,3055690001,BK1101,Bensonhurst,,POINT (-73.9915173 40.61741380000001),,43.0
256963,2022 and 2023,3055690001,6713-23 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6713,18 AVENUE,,Brooklyn,11204.0,40.61741380000001,-73.9915173,311.0,47.0,26000.0,3134661,3055690001,BK1101,Bensonhurst,,POINT (-73.9915173 40.61741380000001),,43.0
256964,2022 and 2023,3055720030,6702 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,FINANCE & INSURANCE,6702,BAY PARKWAY,,Brooklyn,11204.0,40.6127577,-73.9831149999999,311.0,47.0,25600.0,3134802,3055720030,BK1101,Bensonhurst,,POINT (-73.9831149999999 40.6127577),,43.0
256965,2022 and 2023,3055720034,6710 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,RETAIL,6710,BAY PARKWAY,,Brooklyn,11204.0,40.61265619999999,-73.9831223,311.0,47.0,25600.0,3134803,3055720034,BK1101,Bensonhurst,,POINT (-73.9831223 40.61265619999999),,43.0
256966,2022 and 2023,3055720034,6710 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,RETAIL,6710,BAY PARKWAY,,Brooklyn,11204.0,40.61265619999999,-73.9831223,311.0,47.0,25600.0,3134803,3055720034,BK1101,Bensonhurst,,POINT (-73.9831223 40.61265619999999),,43.0
256967,2022 and 2023,3055720036,6712 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6712,BAY PARKWAY,,Brooklyn,11204.0,40.61259580000001,-73.9831871,311.0,47.0,25600.0,3134804,3055720036,BK1101,Bensonhurst,,POINT (-73.9831871 40.61259580000001),,43.0
256968,2022 and 2023,3055720038,6718 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6718,BAY PARKWAY,,Brooklyn,11204.0,40.612486,-73.9832988,311.0,47.0,25600.0,3134806,3055720038,BK1101,Bensonhurst,,POINT (-73.9832988 40.612486),,43.0
256969,2022 and 2023,3055720040,2173A 68TH STREET,BROOKLYN,11204.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,6722,BAY PARKWAY,,Brooklyn,11204.0,40.61240090000001,-73.9833889,311.0,47.0,25600.0,3328575,3055720040,BK1101,Bensonhurst,,POINT (-73.9833889 40.61240090000001),,43.0
256970,2022 and 2023,3055720040,2173B 68TH STREET,BROOKLYN,11204.0,,FILLED,,,OTHER,6722,BAY PARKWAY,,Brooklyn,11204.0,40.61240090000001,-73.9833889,311.0,47.0,25600.0,3328575,3055720040,BK1101,Bensonhurst,,POINT (-73.9833889 40.61240090000001),,43.0
256971,2022 and 2023,3055720040,2173C 68TH STREET,BROOKLYN,11204.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,6722,BAY PARKWAY,,Brooklyn,11204.0,40.61240090000001,-73.9833889,311.0,47.0,25600.0,3328575,3055720040,BK1101,Bensonhurst,,POINT (-73.9833889 40.61240090000001),,43.0
256972,2022 and 2023,3055720040,6722 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6722,BAY PARKWAY,,Brooklyn,11204.0,40.61240090000001,-73.9833889,311.0,47.0,25600.0,3328575,3055720040,BK1101,Bensonhurst,,POINT (-73.9833889 40.61240090000001),,43.0
256973,2022 and 2023,3055720040,6720 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,RETAIL,6722,BAY PARKWAY,,Brooklyn,11204.0,40.61240090000001,-73.9833889,311.0,47.0,25600.0,3328575,3055720040,BK1101,Bensonhurst,,POINT (-73.9833889 40.61240090000001),,43.0
256974,2022 and 2023,3055720042,2171 68 STREET,BROOKLYN,11204.0,,FILLED,,,EDUCATIONAL SERVICES,2171,68 STREET,,Brooklyn,11204.0,40.6125821,-73.9835149,311.0,47.0,25600.0,3134808,3055720042,BK1101,Bensonhurst,,POINT (-73.9835149 40.6125821),,43.0
256975,2022 and 2023,3055740002,6815 New Utrecht Avenue,BROOKLYN,11219.0,,FILLED,,,OTHER,6815,NEW UTRECHT AVENUE,,Brooklyn,11219.0,40.620702400000006,-73.9983538,311.0,43.0,26200.0,3134838,3055740002,BK1101,Bensonhurst,,POINT (-73.9983538 40.620702400000006),,43.0
256976,2022 and 2023,3055740010,2235 83rd,BROOKLYN,11219.0,,FILLED,,,RETAIL,6801,NEW UTRECHT AVENUE,,Brooklyn,11219.0,40.62102350000001,-73.9981808999999,311.0,43.0,26200.0,3134843,3055740010,BK1101,Bensonhurst,,POINT (-73.9981808999999 40.62102350000001),,43.0
256977,2022 and 2023,3055760049,6824 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6824,18 AVENUE,,Brooklyn,11204.0,40.61706530000001,-73.9926772,311.0,43.0,26000.0,3134962,3055760049,BK1101,Bensonhurst,,POINT (-73.9926772 40.61706530000001),,43.0
256978,2022 and 2023,3055760049,6824 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6824,18 AVENUE,,Brooklyn,11204.0,40.61706530000001,-73.9926772,311.0,43.0,26000.0,3134962,3055760049,BK1101,Bensonhurst,,POINT (-73.9926772 40.61706530000001),,43.0
256979,2022 and 2023,3055770006,6805 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,6805,18 AVENUE,,Brooklyn,11204.0,40.61706800000001,-73.9918631,311.0,47.0,26000.0,3134983,3055770006,BK1101,Bensonhurst,,POINT (-73.9918631 40.61706800000001),,43.0
256980,2022 and 2023,3055790002,6821 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,6821,20 AVENUE,,Brooklyn,11204.0,40.61421580000001,-73.9878475,311.0,47.0,25800.0,3135067,3055790002,BK1101,Bensonhurst,,POINT (-73.9878475 40.61421580000001),,43.0
256981,2022 and 2023,3055790003,6817 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6817,20 AVENUE,,Brooklyn,11204.0,40.61425969999999,-73.9877826,311.0,47.0,25800.0,3135068,3055790003,BK1101,Bensonhurst,,POINT (-73.9877826 40.61425969999999),,43.0
